,km_driven,fuel,seller_type,transmission,owner,seats,age,mileage_count,engine_volume,max_power_count,torque_1,rpm_min,rpm_max
3232,77000,Diesel,Dealer,Manual,First Owner,5.0,7,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
3233,47000,Petrol,Dealer,Manual,First Owner,5.0,5,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3234,57000,Petrol,Dealer,Manual,First Owner,5.0,4,17.88,1199.0,84.48,113.0,3300.0,3300.0
3235,71500,Diesel,Dealer,Manual,First Owner,5.0,3,19.159,1396.0,88.73,219.7,1500.0,2750.0
3236,110000,Diesel,Dealer,Manual,First Owner,5.0,9,20.0515,1364.0,67.04,170.0,1800.0,2400.0
3237,82000,Diesel,Dealer,Manual,Second Owner,5.0,8,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
3238,70000,Diesel,Dealer,Manual,Second Owner,5.0,8,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
3239,28000,Diesel,Dealer,Manual,First Owner,5.0,4,23.2815,1248.0,74.0,190.0,2000.0,2000.0
3240,125000,Diesel,Dealer,Manual,Second Owner,5.0,5,17.969,1498.0,103.52,250.0,1500.0,2500.0
3241,67000,Diesel,Dealer,Manual,Second Owner,5.0,8,24.139999999999997,1248.0,74.0,190.0,2000.0,2000.0
3242,8500,Petrol,Dealer,Manual,First Owner,5.0,9,16.5,1197.0,81.8,113.0,4200.0,4200.0
3243,80000,Diesel,Dealer,Manual,First Owner,5.0,5,23.2815,1248.0,74.0,190.0,2000.0,2000.0
3244,30000,Diesel,Individual,Automatic,First Owner,7.0,5,9.655999999999999,2755.0,171.5,360.0,1200.0,3400.0
3245,14200,Petrol,Individual,Manual,First Owner,5.0,3,13.620000000000001,1196.0,86.8,112.0,4000.0,4000.0
3246,97000,Petrol,Individual,Manual,First Owner,5.0,14,12.450000000000001,1388.0,68.0,159.74,2000.0,2000.0
3247,90000,Diesel,Individual,Manual,First Owner,7.0,9,11.840499999999999,2179.0,138.0,320.0,1700.0,2700.0
3248,50000,Petrol,Individual,Manual,First Owner,5.0,6,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3249,30000,Petrol,Individual,Manual,First Owner,5.0,5,17.9625,998.0,67.05,90.0,3500.0,3500.0
3250,20000,Petrol,Individual,Manual,First Owner,8.0,4,8.97,1298.0,80.0,103.0,4500.0,4500.0
3251,60300,Diesel,Individual,Manual,First Owner,5.0,9,18.7595,1199.0,73.9,180.0,2000.0,2000.0
3252,35000,Diesel,Individual,Manual,First Owner,5.0,6,19.55,1248.0,88.7,200.0,1750.0,3000.0
3253,80000,Diesel,Individual,Manual,First Owner,7.0,10,11.840499999999999,2179.0,138.03,320.0,1700.0,2700.0
3254,44391,Petrol,Individual,Manual,Second Owner,5.0,13,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
3255,58000,Diesel,Individual,Manual,First Owner,5.0,5,23.2815,1248.0,74.0,190.0,2000.0,2000.0
3256,66000,Diesel,Individual,Manual,Second Owner,7.0,4,20.842,1248.0,88.5,200.0,1750.0,1750.0
3257,56315,Diesel,Individual,Manual,First Owner,5.0,8,21.624,936.0,57.6,150.0,1750.0,1750.0
3258,70000,Diesel,Individual,Manual,First Owner,7.0,4,14.025,1493.0,70.0,195.0,1400.0,2200.0
3259,120000,Diesel,Individual,Manual,First Owner,5.0,8,20.0515,1364.0,67.06,170.0,1800.0,2400.0
3260,100000,Diesel,Individual,Manual,First Owner,10.0,14,12.58,2499.0,80.0,186.20000000000002,1800.0,1800.0
3261,120000,LPG,Individual,Manual,Third Owner,5.0,14,17.3,1061.0,57.5,76.44,4500.0,4500.0
3262,160000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,13.649999999999999,998.0,67.1,90.0,3500.0,3500.0
3263,100000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,10.05,1794.0,125.0,157.78000000000003,4200.0,4200.0
3264,120000,Diesel,Individual,Manual,Third Owner,5.0,12,16.405,1248.0,73.9,190.0,2000.0,2000.0
3265,100000,Diesel,Individual,Manual,Second Owner,5.0,11,15.299999999999999,1248.0,75.0,190.0,1750.0,1750.0
3266,70000,Petrol,Individual,Manual,Third Owner,5.0,14,14.174999999999999,1061.0,67.0,84.0,3500.0,3500.0
3267,15151,Petrol,Individual,Manual,Second Owner,5.0,4,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3268,60000,Diesel,Individual,Manual,First Owner,7.0,6,13.09,1997.0,120.0,280.0,1800.0,2800.0
3269,100000,Petrol,Individual,Manual,First Owner,5.0,10,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
3270,110000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3271,7000,Petrol,Individual,Automatic,First Owner,5.0,2,14.174999999999999,1197.0,81.86,113.75,4000.0,4000.0
3272,35000,Petrol,Individual,Manual,First Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3273,60000,Diesel,Individual,Manual,Second Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
3274,70000,Petrol,Individual,Manual,Second Owner,5.0,8,11.8875,1499.0,110.4,140.0,4400.0,4400.0
3275,128000,Petrol,Individual,Manual,First Owner,5.0,6,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
3276,120000,Diesel,Individual,Manual,Second Owner,8.0,9,10.88,2494.0,102.0,199.92,1400.0,3400.0
3277,15000,Diesel,Individual,Manual,First Owner,5.0,7,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
3278,80000,Diesel,Individual,Manual,First Owner,5.0,5,22.601499999999998,1248.0,74.0,190.0,2000.0,2000.0
3279,114321,Diesel,Individual,Manual,Second Owner,5.0,14,15.13,1399.0,68.0,159.74,2000.0,2000.0
3280,120000,Diesel,Individual,Manual,First Owner,5.0,8,16.49,1405.0,70.0,135.4,2500.0,2500.0
3281,120000,Diesel,Individual,Manual,Second Owner,8.0,9,10.2425,2179.0,120.0,290.0,1800.0,2800.0
3282,146000,Diesel,Individual,Manual,First Owner,5.0,7,20.0515,1364.0,67.06,170.0,1800.0,2400.0
3283,20000,Petrol,Individual,Manual,First Owner,5.0,4,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3284,150000,Diesel,Individual,Manual,First Owner,5.0,4,20.0515,1364.0,67.05,170.0,1800.0,2400.0
3285,90000,Petrol,Individual,Manual,Second Owner,5.0,8,12.225000000000001,1797.0,147.5,177.5,4700.0,4700.0
3286,100000,Petrol,Individual,Manual,Third Owner,5.0,11,12.75,1497.0,118.0,146.0,4800.0,4800.0
3287,188000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3288,100000,Petrol,Individual,Manual,Third Owner,5.0,13,14.857499999999998,1086.0,68.05,99.04,4500.0,4500.0
3289,9000,Diesel,Dealer,Automatic,First Owner,5.0,4,11.559999999999999,1999.0,177.0,430.0,1750.0,2500.0
3290,20000,Petrol,Dealer,Automatic,First Owner,5.0,2,16.7775,2487.0,214.56,202.0,3600.0,5200.0
3292,68089,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,5,14.370000000000001,2494.0,157.7,213.0,4500.0,4500.0
3293,58343,Petrol,Trustmark Dealer,Manual,First Owner,5.0,8,16.3425,998.0,67.05,90.0,3500.0,3500.0
3294,38817,Diesel,Dealer,Manual,First Owner,5.0,3,23.2815,1248.0,74.0,190.0,2000.0,2000.0
3295,79328,Diesel,Trustmark Dealer,Manual,Second Owner,7.0,8,11.0415,2494.0,100.6,200.0,1200.0,3600.0
3296,5621,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,16.5,1197.0,81.8,113.0,4200.0,4200.0
3297,25538,Petrol,Trustmark Dealer,Manual,First Owner,5.0,4,12.585,1496.0,88.73,132.0,3000.0,3000.0
3298,69779,Petrol,Dealer,Automatic,First Owner,5.0,3,16.5,1197.0,81.8,113.0,4200.0,4200.0
3299,56290,Diesel,Dealer,Manual,First Owner,5.0,4,20.4,1186.0,73.97,190.24,1750.0,2250.0
3300,7500,Diesel,Dealer,Automatic,First Owner,5.0,2,14.263,1995.0,190.0,400.0,1750.0,2500.0
3301,8500,Diesel,Dealer,Automatic,First Owner,5.0,2,14.263,1995.0,190.0,400.0,1750.0,2500.0
3302,7032,Petrol,Trustmark Dealer,Automatic,First Owner,5.0,2,14.25,1199.0,88.76,110.0,4800.0,4800.0
3303,37333,Petrol,Individual,Manual,First Owner,5.0,4,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3304,15000,Diesel,Individual,Manual,Second Owner,7.0,7,17.6545,1248.0,88.76,200.0,1750.0,1750.0
3305,330000,Petrol,Individual,Manual,Second Owner,5.0,9,10.08,2359.0,198.25,250.0,4250.0,4250.0
3306,60000,CNG,Individual,Manual,First Owner,5.0,4,26.6,998.0,58.16,77.0,3500.0,3500.0
3307,80000,Diesel,Individual,Manual,Second Owner,5.0,5,20.0515,1364.0,67.05,170.0,1800.0,2400.0
3308,110000,Diesel,Individual,Manual,First Owner,7.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
3310,80000,Petrol,Individual,Manual,Second Owner,5.0,6,13.875,1197.0,85.8,114.0,4000.0,4000.0
3311,120000,Diesel,Individual,Manual,Second Owner,5.0,11,16.405,1248.0,73.9,190.0,2000.0,2000.0
3312,90000,Diesel,Individual,Manual,Second Owner,8.0,6,11.0415,2494.0,100.6,200.0,1400.0,3400.0
3313,100000,Diesel,Individual,Manual,Second Owner,5.0,9,17.391000000000002,1461.0,83.8,200.0,1900.0,1900.0
3314,140000,Diesel,Individual,Manual,Third Owner,5.0,8,21.93,1498.0,98.6,200.0,1750.0,1750.0
3315,120000,Petrol,Individual,Manual,First Owner,5.0,11,13.5,995.0,62.0,90.3,4200.0,4200.0
3316,35000,Diesel,Individual,Automatic,First Owner,5.0,2,20.655,1248.0,88.5,200.0,1750.0,1750.0
3317,50000,Petrol,Individual,Manual,Second Owner,5.0,7,17.9625,998.0,67.05,90.0,3500.0,3500.0
3318,82000,Diesel,Individual,Manual,First Owner,5.0,4,21.08,1396.0,88.7,219.7,1750.0,2750.0
3319,90000,Petrol,Individual,Manual,First Owner,5.0,5,13.875,1197.0,85.8,114.0,4000.0,4000.0
3320,60000,Diesel,Individual,Automatic,First Owner,7.0,6,10.6675,2982.0,168.5,360.0,1400.0,3200.0
3321,79000,Diesel,Individual,Manual,Second Owner,5.0,7,17.51,1968.0,141.0,320.0,1750.0,3000.0
3322,250000,Diesel,Individual,Manual,Second Owner,7.0,11,10.88,2494.0,102.0,199.92,1400.0,3400.0
3323,20000,Diesel,Individual,Manual,First Owner,9.0,3,13.566,2523.0,63.0,180.0,1440.0,1500.0
3324,53000,Diesel,Individual,Manual,First Owner,5.0,4,23.8765,1248.0,88.5,200.0,1750.0,1750.0
3325,21500,Petrol,Individual,Automatic,First Owner,5.0,4,14.504999999999999,1198.0,76.0,104.0,4400.0,4400.0
3326,89000,Diesel,Individual,Manual,First Owner,5.0,4,23.188,1047.0,69.0,140.0,1800.0,3000.0
3327,35000,Petrol,Individual,Manual,Second Owner,5.0,8,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
3328,43000,Petrol,Individual,Manual,Second Owner,5.0,8,14.25,998.0,67.1,90.0,3500.0,3500.0
3329,80000,Petrol,Individual,Manual,Second Owner,5.0,12,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
3330,80000,Petrol,Individual,Manual,Second Owner,5.0,14,13.350000000000001,1086.0,63.0,96.04000000000002,3000.0,3000.0
3331,100000,Petrol,Individual,Manual,First Owner,5.0,9,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3332,25000,Petrol,Individual,Manual,First Owner,5.0,3,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3333,20000,Diesel,Individual,Manual,First Owner,5.0,2,19.55,1498.0,98.96,205.0,1750.0,3250.0
3334,70000,Diesel,Individual,Manual,First Owner,5.0,4,19.5075,1248.0,74.0,190.0,1750.0,3000.0
3335,197000,Diesel,Individual,Manual,First Owner,7.0,10,10.88,2494.0,102.0,199.92,1400.0,3400.0
3337,50000,Petrol,Individual,Manual,First Owner,5.0,12,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
3338,120000,Diesel,Individual,Manual,Second Owner,8.0,11,10.88,2494.0,102.0,199.92,1400.0,3400.0
3339,25000,Petrol,Individual,Manual,Second Owner,5.0,5,17.325000000000003,998.0,67.04,90.0,3500.0,3500.0
3340,155000,Petrol,Individual,Manual,Third Owner,5.0,11,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3341,50000,Petrol,Individual,Automatic,First Owner,5.0,6,14.25,1199.0,88.7,110.0,4800.0,4800.0
3342,30030,Petrol,Dealer,Manual,First Owner,5.0,4,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3343,29029,Petrol,Dealer,Manual,First Owner,5.0,4,14.325000000000001,1197.0,82.0,114.0,4000.0,4000.0
3344,82082,Diesel,Dealer,Manual,First Owner,5.0,9,19.159,1396.0,88.73,219.7,1500.0,2750.0
3345,48000,Diesel,Individual,Manual,Second Owner,7.0,5,13.6,2179.0,140.0,330.0,1600.0,2800.0
3346,20000,Petrol,Individual,Manual,First Owner,7.0,5,13.125,1373.0,91.1,130.0,4000.0,4000.0
3347,35000,Petrol,Individual,Manual,Third Owner,7.0,6,14.580000000000002,1198.0,67.0,104.0,4000.0,4000.0
3348,67000,CNG,Individual,Manual,First Owner,4.0,4,33.44,796.0,40.3,60.0,3500.0,3500.0
3349,80600,Diesel,Individual,Manual,First Owner,5.0,10,16.405,1248.0,73.9,190.0,2000.0,2000.0
3350,58609,Petrol,Individual,Manual,Second Owner,5.0,8,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3351,33003,Petrol,Individual,Manual,First Owner,5.0,5,11.774999999999999,1172.0,67.0,96.0,2500.0,2500.0
3352,43000,CNG,Individual,Manual,Second Owner,5.0,5,26.6,998.0,58.16,77.0,3500.0,3500.0
3353,16500,Petrol,Individual,Manual,First Owner,5.0,5,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3354,165500,Diesel,Individual,Manual,Second Owner,9.0,8,11.9,2523.0,75.0,200.0,1400.0,2200.0
3355,30000,Diesel,Individual,Manual,First Owner,5.0,3,18.275,1497.0,108.5,260.0,1500.0,2750.0
3356,70000,Diesel,Individual,Manual,Second Owner,5.0,11,16.226499999999998,1396.0,69.0,135.0,2500.0,2500.0
3357,170000,Petrol,Individual,Manual,Third Owner,5.0,14,12.975000000000001,993.0,60.0,78.0,4500.0,4500.0
3358,120000,Diesel,Individual,Manual,Third Owner,5.0,10,17.849999999999998,1461.0,64.1,160.0,2000.0,2000.0
3360,168000,Diesel,Individual,Manual,Second Owner,5.0,7,18.955000000000002,1248.0,74.0,190.0,1750.0,3000.0
3361,60000,Diesel,Individual,Manual,Second Owner,5.0,4,21.93,1498.0,98.6,200.0,1750.0,1750.0
3362,120000,Petrol,Individual,Manual,Second Owner,5.0,13,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
3363,5800,Petrol,Individual,Manual,Second Owner,5.0,5,15.3825,998.0,67.04,90.0,3500.0,3500.0
3364,68700,Petrol,Individual,Manual,Third Owner,5.0,11,14.25,998.0,66.1,90.0,3500.0,3500.0
3365,108000,Petrol,Individual,Manual,Third Owner,5.0,14,10.425,1599.0,103.2,146.02,3000.0,3000.0
3366,40000,Petrol,Individual,Manual,First Owner,5.0,1,13.1775,1193.0,88.7,140.0,1500.0,4000.0
3367,100000,Diesel,Individual,Manual,Second Owner,5.0,12,15.13,1399.0,67.0,160.0,2000.0,2000.0
3368,40000,Diesel,Individual,Manual,First Owner,5.0,6,21.624,936.0,56.3,142.5,1750.0,1750.0
3369,60000,Petrol,Individual,Manual,Second Owner,5.0,10,12.3525,1198.0,73.9,110.0,3750.0,3750.0
3370,17000,Petrol,Individual,Manual,First Owner,5.0,5,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3371,5000,Petrol,Individual,Manual,First Owner,5.0,3,15.3825,998.0,67.04,90.0,3500.0,3500.0
3372,60000,Diesel,Individual,Manual,First Owner,5.0,4,20.655,1248.0,88.5,200.0,1750.0,1750.0
3373,15000,Diesel,Individual,Manual,First Owner,5.0,4,14.535,1956.0,170.0,350.0,1750.0,2500.0
3374,50000,Petrol,Individual,Manual,Second Owner,5.0,5,12.149999999999999,995.0,62.1,90.3,4200.0,4200.0
3375,60000,Diesel,Individual,Manual,Second Owner,5.0,5,21.624,936.0,56.3,142.5,1750.0,1750.0
3376,72000,Petrol,Individual,Manual,First Owner,5.0,7,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
3377,195000,Diesel,Individual,Manual,Second Owner,5.0,9,17.952,1248.0,88.8,200.0,1750.0,3000.0
3378,70000,Petrol,Individual,Manual,First Owner,5.0,9,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3379,83000,Diesel,Individual,Manual,First Owner,5.0,8,19.618,1461.0,63.1,160.0,2000.0,2000.0
3380,100000,Petrol,Individual,Manual,Second Owner,5.0,9,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3381,25000,Petrol,Individual,Manual,First Owner,5.0,6,15.299999999999999,1197.0,81.8,113.0,4200.0,4200.0
3382,50000,Diesel,Individual,Manual,First Owner,5.0,5,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
3383,67000,Diesel,Individual,Manual,First Owner,7.0,9,17.6545,1248.0,88.76,200.0,1750.0,1750.0
3384,30000,Petrol,Individual,Manual,First Owner,5.0,10,14.25,998.0,67.1,90.0,3500.0,3500.0
3385,85000,Diesel,Individual,Manual,First Owner,5.0,8,19.618,1461.0,63.12,160.0,2000.0,2000.0
3386,25000,Diesel,Individual,Manual,First Owner,6.0,3,14.0675,2498.0,105.0,247.0,1800.0,2000.0
3387,170000,Diesel,Individual,Manual,First Owner,8.0,14,10.88,2494.0,102.0,199.92,1400.0,3400.0
3388,110000,Diesel,Individual,Manual,First Owner,8.0,7,11.9,2523.0,75.0,200.0,1400.0,2200.0
3389,60000,CNG,Individual,Manual,First Owner,5.0,4,26.6,998.0,58.16,77.0,3500.0,3500.0
3390,80000,Diesel,Individual,Manual,Second Owner,5.0,10,18.972,1582.0,126.32,259.8,1900.0,2750.0
3391,31000,Petrol,Individual,Manual,First Owner,5.0,7,15.3825,998.0,67.04,90.0,3500.0,3500.0
3392,100000,Diesel,Individual,Manual,First Owner,5.0,7,20.4,1120.0,70.0,160.0,1500.0,2750.0
3393,130000,Diesel,Individual,Manual,First Owner,7.0,5,14.8325,1493.0,100.0,240.0,1600.0,2800.0
3394,20000,Petrol,Individual,Manual,First Owner,5.0,5,15.3825,998.0,67.04,90.0,3500.0,3500.0
3395,60000,Diesel,Individual,Manual,First Owner,5.0,4,19.354499999999998,1498.0,98.59,205.0,1750.0,3250.0
3396,102996,Diesel,Individual,Manual,Second Owner,5.0,8,19.889999999999997,1248.0,74.0,190.0,2000.0,2000.0
3397,5000,Diesel,Individual,Manual,First Owner,7.0,2,14.705,1497.0,121.0,300.0,1750.0,2500.0
3398,35000,Diesel,Individual,Manual,First Owner,5.0,4,18.275,1497.0,108.5,260.0,1500.0,2750.0
3399,5000,Petrol,Individual,Manual,Second Owner,5.0,3,15.4725,1198.0,67.0,104.0,4000.0,4000.0
3400,60000,Diesel,Individual,Manual,First Owner,5.0,4,19.354499999999998,1498.0,98.59,205.0,1750.0,3250.0
3401,70000,Petrol,Individual,Manual,First Owner,5.0,4,15.637500000000001,1197.0,83.14,115.0,4000.0,4000.0
3402,120000,Diesel,Individual,Manual,Second Owner,5.0,13,14.28,1493.0,110.0,235.20000000000002,1900.0,2750.0
3403,65100,Diesel,Individual,Manual,Second Owner,7.0,5,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
3404,20000,Petrol,Individual,Automatic,First Owner,5.0,2,15.6675,1197.0,81.8,113.0,4200.0,4200.0
3405,108000,Diesel,Individual,Manual,First Owner,5.0,6,18.0115,1396.0,88.73,220.0,1500.0,2750.0
3406,15000,Petrol,Individual,Manual,First Owner,5.0,2,15.9075,1197.0,81.8,113.0,4200.0,4200.0
3407,77000,Petrol,Individual,Manual,First Owner,5.0,12,13.440000000000001,1086.0,62.1,96.1,3000.0,3000.0
3408,18500,Petrol,Individual,Manual,First Owner,5.0,6,15.3825,998.0,67.04,90.0,3500.0,3500.0
3409,120000,Diesel,Individual,Manual,First Owner,7.0,5,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
3410,15200,Petrol,Individual,Manual,First Owner,5.0,6,18.8775,799.0,53.3,72.0,4386.0,4386.0
3411,35000,Petrol,Individual,Manual,First Owner,7.0,6,12.975000000000001,1497.0,117.3,145.0,4600.0,4600.0
3412,80000,Diesel,Individual,Manual,Second Owner,7.0,7,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
3413,120000,Diesel,Individual,Manual,Second Owner,5.0,7,16.1585,1461.0,108.5,248.0,2250.0,2250.0
3414,82000,Diesel,Individual,Manual,Third Owner,5.0,9,14.705,1998.0,163.7,380.0,2000.0,2000.0
3415,60000,Diesel,Individual,Manual,First Owner,5.0,6,19.159,1396.0,88.73,219.7,1500.0,2750.0
3416,129000,Diesel,Individual,Manual,Third Owner,7.0,9,12.834999999999999,2179.0,140.0,330.0,1600.0,2800.0
3417,67000,Diesel,Individual,Manual,First Owner,5.0,6,18.02,1248.0,75.0,197.0,1750.0,1750.0
3418,120000,Diesel,Individual,Manual,Fourth & Above Owner,7.0,11,11.840499999999999,2179.0,138.03,320.0,1700.0,2700.0
3419,96500,Diesel,Individual,Manual,First Owner,5.0,6,17.425,1248.0,91.72,209.0,2000.0,2000.0
3420,52412,Petrol,Dealer,Manual,First Owner,5.0,4,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3421,85472,Diesel,Dealer,Manual,First Owner,8.0,9,10.2425,2179.0,120.0,290.0,1800.0,2800.0
3422,87452,Diesel,Dealer,Manual,Second Owner,5.0,8,19.354499999999998,1498.0,98.59,205.0,1750.0,3250.0
3423,66530,Petrol,Individual,Manual,Second Owner,5.0,13,14.174999999999999,1061.0,67.0,84.0,3500.0,3500.0
3424,40000,Petrol,Individual,Manual,First Owner,5.0,8,13.875,1197.0,82.85,113.7,4000.0,4000.0
3425,79000,Petrol,Individual,Manual,First Owner,5.0,11,12.600000000000001,1497.0,116.3,146.0,4800.0,4800.0
3426,50000,Diesel,Individual,Manual,First Owner,7.0,5,15.716499999999998,1493.0,100.0,240.0,1600.0,2800.0
3427,60000,Diesel,Individual,Manual,Second Owner,5.0,9,17.255,1248.0,75.0,197.0,1750.0,1750.0
3428,35000,Petrol,Individual,Manual,First Owner,5.0,3,13.1775,1193.0,88.7,140.0,1500.0,4000.0
3429,120000,Diesel,Individual,Manual,First Owner,5.0,6,17.425,1248.0,91.72,209.0,2000.0,2000.0
3430,10000,Petrol,Individual,Automatic,First Owner,5.0,2,15.9075,1197.0,81.8,113.0,4200.0,4200.0
3431,15000,Petrol,Individual,Manual,First Owner,5.0,4,12.892500000000002,1197.0,81.86,114.73,4000.0,4000.0
3432,70000,CNG,Individual,Manual,Second Owner,5.0,8,30.46,796.0,47.3,69.0,3500.0,3500.0
3433,5000,Petrol,Individual,Manual,First Owner,5.0,5,17.055,796.0,47.3,69.0,3500.0,3500.0
3434,40000,Petrol,Individual,Manual,First Owner,5.0,12,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
3435,10000,Petrol,Individual,Manual,First Owner,5.0,2,13.950000000000001,1197.0,81.86,114.73,4000.0,4000.0
3436,25000,Petrol,Individual,Manual,First Owner,5.0,5,15.825000000000001,814.0,55.2,74.5,4000.0,4000.0
3437,53000,Petrol,Individual,Manual,First Owner,5.0,4,13.1775,1193.0,88.7,140.0,1500.0,4000.0
3438,110000,Diesel,Individual,Manual,Second Owner,9.0,7,10.2425,2179.0,120.0,290.0,1800.0,2800.0
3439,70000,Petrol,Individual,Manual,Fourth & Above Owner,5.0,14,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3440,75000,Diesel,Individual,Manual,Second Owner,5.0,6,21.93,1498.0,98.6,200.0,1750.0,1750.0
3441,70000,Petrol,Individual,Manual,First Owner,5.0,9,14.174999999999999,998.0,67.1,90.0,3500.0,3500.0
3442,60000,Petrol,Individual,Manual,First Owner,8.0,14,8.97,1298.0,80.0,103.0,4500.0,4500.0
3443,40000,Petrol,Individual,Manual,First Owner,5.0,12,14.774999999999999,796.0,46.3,62.0,3000.0,3000.0
3444,110000,Diesel,Individual,Automatic,Second Owner,7.0,11,10.2595,2967.0,241.4,550.0,1750.0,2750.0
3445,60000,Diesel,Individual,Manual,First Owner,8.0,8,10.2425,2179.0,120.0,290.0,1800.0,2800.0
3446,70000,Diesel,Individual,Manual,First Owner,5.0,5,16.7195,1582.0,126.2,259.9,1900.0,2750.0
3447,80000,Diesel,Individual,Manual,Second Owner,5.0,11,19.55,1396.0,90.0,219.52,1750.0,2750.0
3448,20000,Petrol,Individual,Manual,Second Owner,5.0,10,13.5,995.0,62.0,90.3,4200.0,4200.0
3449,110000,Petrol,Individual,Manual,First Owner,5.0,9,12.712499999999999,1498.0,97.7,134.0,4000.0,4000.0
3450,40000,Petrol,Individual,Manual,Second Owner,5.0,7,14.174999999999999,1197.0,82.0,114.0,4000.0,4000.0
3451,90000,Petrol,Individual,Manual,Second Owner,5.0,6,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3452,50000,Petrol,Individual,Manual,Second Owner,5.0,7,14.325000000000001,1197.0,85.8,114.0,4000.0,4000.0
3453,137000,Petrol,Individual,Manual,First Owner,5.0,14,13.875,796.0,53.0,71.0,3500.0,3500.0
3454,60000,Petrol,Individual,Manual,First Owner,5.0,6,13.950000000000001,1197.0,81.83,114.7,4000.0,4000.0
3455,30000,Diesel,Individual,Manual,First Owner,5.0,4,21.419999999999998,1248.0,74.0,190.0,2000.0,2000.0
3456,98000,Diesel,Individual,Manual,First Owner,5.0,5,16.7195,1582.0,126.2,259.9,1900.0,2750.0
3457,50000,Diesel,Individual,Manual,First Owner,7.0,5,20.842,1248.0,88.5,200.0,1750.0,1750.0
3458,120000,Diesel,Individual,Manual,Third Owner,5.0,12,16.226499999999998,1396.0,69.0,135.0,2500.0,2500.0
3459,30000,Petrol,Individual,Manual,First Owner,5.0,4,14.174999999999999,1197.0,81.86,113.75,4000.0,4000.0
3460,120000,Diesel,Individual,Manual,Third Owner,5.0,12,16.226499999999998,1396.0,69.0,135.0,2500.0,2500.0
3461,40000,Petrol,Individual,Manual,First Owner,5.0,5,17.88,1199.0,84.0,114.0,3500.0,3500.0
3462,90000,Diesel,Individual,Manual,Second Owner,5.0,9,16.15,1405.0,71.0,135.0,2500.0,2500.0
3463,80000,Diesel,Individual,Manual,Second Owner,5.0,10,18.615,1396.0,90.0,219.52,1750.0,2750.0
3464,110000,Diesel,Individual,Manual,Second Owner,5.0,14,14.62,1396.0,53.5,83.30000000000001,2500.0,2500.0
3465,38000,Petrol,Individual,Manual,Second Owner,5.0,4,17.88,1199.0,84.0,114.0,3500.0,3500.0
3466,35000,Petrol,Individual,Manual,Second Owner,5.0,4,17.88,1199.0,84.0,114.0,3500.0,3500.0
3467,70000,Petrol,Individual,Manual,First Owner,5.0,7,15.3825,998.0,67.04,90.0,3500.0,3500.0
3469,140000,Diesel,Individual,Manual,First Owner,5.0,11,15.639999999999999,1248.0,75.0,190.0,1750.0,1750.0
3471,80000,Diesel,Individual,Manual,Second Owner,5.0,4,19.618,1461.0,63.1,160.0,2000.0,2000.0
